# Columns: Station Code, latitude, longitude, regression dist (km), intensity, network code, Channel 1 Code, PGV (cm/sec), PGA (%g), PSA 0.3 sec (%g), PSA 1.0 sec (%g), PSA 3.0 sec (%g), Channel 2 Code, PGV (cm/sec), PGA (%g), PSA 0.3 sec (%g), PSA 1.0 sec (%g), PSA 3.0 sec (%g), Channel 3 Code, PGV (cm/sec), PGA (%g), PSA 0.3 sec (%g), PSA 1.0 sec (%g), PSA 3.0 sec (%g)
CE.69039,38.311,-123.0527,62.96,3.9, CE, --.HNZ,0.682,1.3423,3.0715,1.1071,0.3234, --.HNN,1.952,2.0197,4.456,3.2239,0.3416, --.HNE,2.022,1.8542,4.346,4.6884,0.5863
NC.C042,37.82226,-122.12768,47.06,3.9, NC, 01.HNN,0.9845,1.8837,5.6303,2.0232,0.1991, 01.HNE,1.5069,2.1856,12.234,1.3443,0.1611, 01.HNZ,0.5533,0.868,1.9179,0.7548,0.247
NC.C051,37.74665,-122.23861,52.95,3.9, NC, 01.HNN,2.4035,2.204,4.3545,4.3039,0.5485, 01.HNE,1.7252,1.3769,2.7474,3.2425,0.6951, 01.HNZ,0.6242,0.6892,1.7319,1.1406,0.1641
NC.C058,37.75642,-122.22576,52.03,3.9, NC, 01.HNN,1.7562,2.1978,7.4563,2.8235,0.5536, 01.HNE,1.4512,1.7166,4.807,1.9372,0.6308, 01.HNZ,0.5436,0.5235,1.018,0.9638,0.1374
NC.C062,37.66753,-121.90343,71.12,3.9, NC, 01.HNN,1.8361,2.0267,4.7614,3.7969,0.3663, 01.HNE,2.4831,1.7542,4.0661,4.1629,0.5039, 01.HNZ,0.6897,0.5532,1.0207,0.811,0.3944
NC.CRH,37.85884,-121.99264,48.98,3.9, NC, --.HNZ,1.0371,0.9082,2.454,1.5709,0.2717, --.HNN,2.0664,2.1113,5.8456,4.4868,0.6137, --.HNE,2.4259,2.2314,6.3476,3.8809,0.3721
NC.J040,37.80469,-122.43474,47.33,3.9, NC, 01.HNN,1.5929,2.1977,4.8462,2.4551,0.409, 01.HNE,1.6191,2.1819,4.4735,2.3853,0.4033, 01.HNZ,0.9833,1.3642,4.4249,0.9913,0.3815
NC.J042,37.80619,-122.43604,47.19,3.9, NC, 01.HNN,2.8217,2.0286,3.1022,4.8964,0.4286, 01.HNE,1.6442,1.6122,2.9163,3.7778,0.4949, 01.HNZ,0.8814,1.0703,2.027,1.045,0.358
NC.J050,37.61113,-122.47785,69.13,3.9, NC, 01.HNN,0.438,1.4351,2.8027,0.2748,0.19, 01.HNE,0.823,2.1531,3.6791,0.2385,0.1348, 01.HNZ,0.2505,0.6301,1.0516,0.2118,0.1369
NC.J061,37.73057,-122.49742,56.7,3.9, NC, 01.HNN,1.0024,1.6687,3.5304,1.3394,0.3452, 01.HNE,1.1733,2.1292,4.4604,1.517,0.3326, 01.HNZ,0.6402,1.1047,1.7959,0.6925,0.2429
NC.J064,37.4203,-122.32397,88.78,3.9, NC, 01.HNN,1.1776,1.9658,5.0364,0.9477,0.0782, 01.HNE,1.6385,2.0266,4.8607,2.281,0.1239, 01.HNZ,0.5193,0.8389,3.9298,0.518,0.0697
NC.NBO,37.92144,-122.71806,48.6,3.9, NC, --.HNZ,0.4885,0.834,1.4776,0.6458,0.3426, --.HNN,1.3197,2.2047,4.1605,1.344,0.2756, --.HNE,1.4105,1.6,4.2663,1.2763,0.4912
NP.1772,37.75094,-122.49071,54.36,3.9, NP, --.HNZ,0.6025,0.8492,1.2022,0.354,0.3567, --.HNN,0.8674,2.0579,5.3405,0.7167,0.2421, --.HNE,0.8673,1.8483,6.7308,0.7212,0.5082
NP.1773,37.76386,-122.4736,52.57,3.9, NP, --.HNZ,0.6647,1.4496,2.8847,0.5292,0.3791, --.HNN,0.8856,1.5441,3.6812,1.1209,0.2366, --.HNE,1.6759,2.0766,5.6139,2.4837,0.46
NP.1818,37.71633,-122.43117,56.87,3.9, NP, --.HNZ,0.3864,1.2971,1.2701,0.3644,0.2337, --.HNN,0.5382,1.4617,4.5603,0.6406,0.1654, --.HNE,0.703,2.2284,3.4999,0.3892,0.1573
NP.1844,37.8852,-122.03217,44.6,3.9, NP, --.HNZ,1.1317,0.8312,1.8955,3.4582,0.3685, --.HNN,1.7523,2.1482,4.2311,3.8261,0.475, --.HNE,2.1937,2.2191,8.0927,3.0786,0.8088
CE.58339,37.6971,-122.0802,61.55,4.0, CE, --.HNZ,0.758,0.8882,2.0818,1.0069,0.0826, --.HNN,1.271,1.095,4.0486,2.3617,0.1702, --.HNE,1.622,2.4165,8.4846,2.5691,0.2069
CE.58369,37.9147,-122.0168,42.71,4.0, CE, --.HNZ,1.628,1.0368,2.0193,3.9511,0.5478, --.HNN,3.248,2.2597,7.1326,6.2879,0.9467, --.HNE,2.857,2.1814,5.7655,6.0129,1.3845
CE.58421,37.948,-122.365,30.54,4.0, CE, --.HNZ,1.04,0.9773,2.7965,0.9474,0.5503, --.HNN,2.344,2.0589,6.4028,3.9212,0.6103, --.HNE,1.81,2.3379,6.5603,3.4638,0.4176
CE.58429,37.9057,-122.2086,36.07,4.0, CE, --.HNZ,0.604,1.1965,1.6919,0.7955,0.1939, --.HNN,1.302,2.4878,3.6063,1.9893,0.5108, --.HNE,1.562,2.4558,5.6756,3.3763,0.2592
CE.58461,37.4243,-122.178,89.13,4.0, CE, --.HNZ,0.486,0.6848,2.4217,0.6163,0.0911, --.HNN,1.18,1.9626,7.3625,0.9044,0.1442, --.HNE,1.672,2.5057,7.8198,1.9493,0.1949
CE.67210,38.3994,-121.9223,37.25,4.0, CE, --.HNZ,1.955,0.6881,1.3071,2.2342,0.8844, --.HNN,9.082,2.4853,5.4856,4.2136,2.2867, --.HNE,3.462,1.4121,3.6338,3.4288,1.2046
CE.67520,38.3507,-121.9525,33.56,4.0, CE, --.HNZ,2.691,0.9771,1.5795,2.6416,0.9639, --.HNN,6.508,2.353,7.1201,5.2007,1.6969, --.HNE,3.557,2.2086,6.4778,2.999,1.3026
CE.68328,38.4694,-122.7457,40.17,4.0, CE, --.HNZ,2.663,1.2509,2.1518,3.7712,1.1556, --.HNN,3.926,2.4394,7.375,5.2332,3.2189, --.HNE,4.525,2.0543,4.9483,6.1804,3.5663
NC.C007,37.89557,-122.2628,36.28,4.0, NC, 01.HNN,1.8821,2.5068,6.4806,1.9129,0.4111, 01.HNE,1.2624,2.0797,6.8817,1.6312,0.293, 01.HNZ,0.641,1.035,3.2272,0.8669,0.1549
NC.C024,37.94334,-122.33584,30.78,4.0, NC, 01.HNN,1.1951,1.6752,5.7654,1.3559,0.2511, 01.HNE,1.191,2.4623,6.3567,1.4102,0.2428, 01.HNZ,0.7428,0.9083,1.3467,0.715,0.3615
NC.GAXB,38.71073,-122.75733,57.88,4.0, NC, --.HNZ,0.8897,0.8545,2.1478,1.1315,0.4906, --.HNN,2.0005,2.4863,8.2682,2.5233,0.4149, --.HNE,1.7426,1.5163,4.7268,1.0726,0.7809
NC.J031,37.5813,-122.48242,72.45,4.0, NC, 01.HNN,0.9429,2.0749,9.9371,0.6072,0.0986, 01.HNE,1.0707,2.2782,7.6268,0.6269,0.1297, 01.HNZ,0.2897,0.617,1.4079,0.2917,0.1668
NC.J032,37.63145,-122.41499,65.95,4.0, NC, 01.HNN,1.293,2.0399,7.4078,1.976,0.3088, 01.HNE,1.5039,2.2591,7.2712,1.9348,0.2602, 01.HNZ,0.6954,1.0574,2.8706,0.6941,0.155
NC.J037,37.53628,-122.23754,76.19,4.0, NC, 01.HNN,2.1545,2.2629,3.8513,2.5612,0.4101, 01.HNE,1.7872,1.5717,3.0933,2.5919,0.3357, 01.HNZ,0.5218,0.6048,1.6449,0.5639,0.0699
NC.J041,37.80049,-122.44144,47.92,4.0, NC, 01.HNN,1.0635,2.019,4.5539,1.3335,0.3847, 01.HNE,1.0676,2.2548,4.487,0.8436,0.4276, 01.HNZ,0.6382,1.5076,2.9572,0.4867,0.3895
NP.1690,37.80945,-121.99289,53.55,4.0, NP, ER.HNZ,0.9455,0.875,2.1408,1.865,0.5422, ER.HNE,2.7444,2.2685,5.0377,5.1177,0.6691, ER.HNN,0.7439,0.6329,1.2971,1.7494,0.1444
NP.1821,37.7986,-122.2684,46.94,4.0, NP, --.HNZ,0.6169,0.7968,1.6095,0.7938,0.2361, --.HNN,1.1716,1.8428,4.5673,1.7695,0.3743, --.HNE,2.0474,2.4914,4.889,2.8369,0.2969
BK.RFSB,37.91608,-122.33607,33.8,4.1, BK, 00.HNE,2.2911,2.7393,5.7391,1.547,0.2478, 00.HNN,1.3779,1.7382,3.7026,2.3064,0.2488, 00.HNZ,0.7014,0.6867,2.9269,0.6869,0.3181
CE.58667,37.973,-122.036,36.64,4.1, CE, --.HNU,2.582,2.7401,9.2443,4.9833,0.2442, --.HNZ,1.06,1.1446,3.4363,2.2517,0.1294, --.HNV,1.926,2.6803,6.8252,3.6588,0.3384
NC.C031,37.86322,-122.27693,39.73,4.1, NC, 01.HNN,0.9989,1.9268,8.0947,1.8131,0.1846, 01.HNE,1.4245,2.5745,5.3732,2.2809,0.1506, 01.HNZ,0.6334,1.1738,3.4041,0.7172,0.1374
NC.J013,37.75602,-122.46669,53.25,4.1, NC, 01.HNN,1.3056,2.6579,6.6105,0.994,0.2072, 01.HNE,1.5465,2.4247,6.999,1.0623,0.4774, 01.HNZ,0.8395,1.8464,6.8215,0.4292,0.376
NC.JBG,37.34305,-122.33976,97.38,4.1, NC, --.HNZ,0.4691,0.7489,1.7792,0.6321,0.1671, --.HNN,0.9891,1.513,3.5201,1.1445,0.2748, --.HNE,1.9214,2.5452,5.9891,1.9456,0.1944
NC.NEA,38.30988,-122.943,53.36,4.1, NC, --.HNZ,1.1249,1.373,1.6741,0.7562,0.4861, --.HNN,1.6755,2.5937,3.0898,0.7227,0.5256, --.HNE,1.083,2.7354,2.7885,1.0091,0.6463
NC.NHS,38.65652,-122.61442,45.64,4.1, NC, --.HNZ,1.3818,1.3729,2.9671,2.0343,0.7599, --.HNN,4.6081,2.5725,6.1004,5.8665,1.6499, --.HNE,6.4809,2.6234,5.6184,7.5982,2.2249
NC.NTYB,38.38921,-122.66297,30.16,4.1, NC, --.HNZ,2.8796,1.8476,3.3645,3.4004,1.0099, --.HNN,6.0988,2.6994,7.9854,6.5604,2.8031, --.HNE,5.3131,2.1843,5.3139,6.1311,4.4997
NP.1804,37.67925,-122.48405,61.88,4.1, NP, --.HNZ,1.0822,1.3507,2.7962,1.283,0.3166, --.HNN,2.0769,2.0715,3.9948,1.1472,1.0959, --.HNE,1.5039,2.7489,7.9223,2.1973,0.9714
CE.58361,37.8952,-122.1526,38.71,4.2, CE, --.HNZ,1.207,1.4954,3.1439,2.5816,0.1909, --.HNN,1.629,2.634,6.3403,2.0393,0.2969, --.HNE,1.836,2.802,11.3861,3.8037,0.2017
CE.58395,37.5925,-122.381,69.91,4.2, CE, --.HNZ,0.64,1.0861,3.4463,0.3966,0.1624, --.HNN,1.28,2.9131,7.6649,0.851,0.1829, --.HNE,1.376,2.2206,8.5821,1.2553,0.2269
CE.58558,37.9783,-122.3298,26.87,4.2, CE, --.HNZ,1.518,1.5372,5.2832,2.6166,0.3481, --.HNN,2.289,2.3142,7.7324,4.3885,0.4299, --.HNE,2.078,2.8464,8.2522,3.3189,0.4136
CE.68034,38.5381,-122.2329,26.79,4.2, CE, --.HNZ,1.616,1.0568,2.7266,1.1896,0.8177, --.HNN,1.611,2.1534,4.2985,1.3121,0.7203, --.HNE,1.792,2.9271,6.3028,1.8494,1.1996
CE.68326,38.4005,-122.8274,44.37,4.2, CE, --.HNZ,1.024,1.6477,2.8465,1.6944,0.5701, --.HNN,2.736,2.8923,5.1133,1.9118,2.5591, --.HNE,2.597,2.4989,5.0358,3.2764,2.0993
CE.68329,38.4413,-122.7476,39.06,4.2, CE, --.HNZ,2.571,1.0561,1.597,3.6637,0.703, --.HNN,4.491,2.9967,5.2532,4.476,2.2217, --.HNE,3.35,1.5165,3.6862,3.8112,1.4945
CE.68676,38.4705,-122.7272,38.78,4.2, CE, --.HNZ,2.827,1.2463,2.4467,2.4667,1.607, --.HNN,7.088,2.9124,11.1762,4.5909,4.9458, --.HNE,5.322,3.0437,7.5499,4.9158,5.5006
NC.CSPB,37.95716,-122.3113,29.18,4.2, NC, --.HNZ,1.1578,1.6038,3.1958,2.144,0.4065, --.HNN,2.7519,2.8761,4.3715,5.8258,0.8435, --.HNE,3.395,2.4242,5.5911,4.5439,0.8248
NC.J001,37.59273,-122.39227,69.98,4.2, NC, 01.HNN,0.9031,1.5122,4.9807,0.8897,0.1786, 01.HNE,1.7868,3.0747,7.6272,0.8991,0.2359, 01.HNZ,0.822,1.8164,6.0443,0.3751,0.1459
NC.J022,37.62998,-122.44516,66.52,4.2, NC, 01.HNN,1.3887,2.6042,5.8132,1.7263,0.371, 01.HNE,1.5387,2.8762,9.3714,1.8125,0.3319, 01.HNZ,0.9515,1.8238,5.269,0.7002,0.1927
NC.N001,37.96041,-122.49414,32.91,4.2, NC, 01.HNN,1.694,2.0651,6.8628,2.8576,0.1743, 01.HNE,2.1023,2.8859,10.5378,2.3522,0.3673, 01.HNZ,0.7465,1.0315,3.2599,0.4671,0.2252
CE.68208,38.4972,-122.7604,42.73,4.3, CE, --.HNZ,3.864,1.5278,3.0115,3.5138,1.9118, --.HNN,4.497,2.755,8.4821,7.415,1.4345, --.HNE,5.515,3.3326,10.214,5.928,1.8419
NC.C026,37.87052,-122.05135,45.09,4.3, NC, 01.HNN,2.0144,3.1982,7.6191,2.8396,0.4487, 01.HNE,1.5437,2.1394,7.8465,2.9116,0.4593, 01.HNZ,0.8612,0.8181,2.0487,1.1102,0.216
NC.GDXB,38.80797,-122.7953,68.42,4.3, NC, --.HNZ,0.6252,1.8975,0.7004,0.9191,0.205, --.HNN,0.9739,3.245,2.7189,0.9958,0.252, --.HNE,1.4828,3.039,2.5189,0.7907,0.3416
NC.J062,37.56264,-122.26581,73.09,4.3, NC, 01.HNN,2.0082,2.7609,7.522,2.524,0.2787, 01.HNE,2.4084,3.2652,5.9465,1.9084,0.1895, 01.HNZ,0.5022,0.696,1.5236,0.7195,0.081
CE.67587,38.039,-121.8986,41.52,4.4, CE, --.HNZ,1.684,1.4155,4.6084,2.6866,0.8702, --.HNN,4.321,3.6017,6.1104,8.9594,1.4645, --.HNE,5.145,3.5188,5.8055,14.3201,1.4945
NC.CTA,38.02691,-122.01599,33.73,4.4, NC, --.HNZ,1.8555,2.5771,5.7945,1.7376,0.3276, --.HNN,3.6756,3.5283,11.2456,7.7872,0.5273, --.HNE,3.9136,3.334,8.6894,4.2501,1.0518
NC.J043,37.56011,-122.29549,73.27,4.4, NC, 01.HNN,2.4336,3.6585,8.6391,3.311,0.2049, 01.HNE,2.1358,3.7239,7.3684,2.1159,0.1894, 01.HNZ,0.6172,1.1439,1.5719,0.409,0.1206
CE.58215,37.5828,-122.3204,70.74,4.5, CE, --.HNZ,0.637,1.354,2.7516,0.4129,0.0996, --.HNN,2.386,3.9146,11.2712,2.0593,0.11, --.HNE,1.905,3.0393,8.4596,1.6769,0.1372
CE.68045,38.2612,-122.0492,23.54,4.5, CE, --.HNZ,1.783,1.4684,2.7566,2.7266,0.6733, --.HN2,4.27,4.1472,10.4189,3.9586,1.0714, --.HN3,2.902,3.1248,10.6464,4.376,0.5548
NC.C018,37.9793,-122.11738,31.76,4.5, NC, 01.HNN,2.8527,2.8369,9.8278,4.0864,0.5293, 01.HNE,2.9427,4.1476,6.3933,8.4185,0.3324, 01.HNZ,1.7106,1.585,3.569,3.0442,0.3679
NC.J052,37.29963,-122.24456,102.34,4.5, NC, 01.HNN,1.1019,2.3145,4.4276,1.7268,0.1601, 01.HNE,2.26,3.8622,7.7796,1.3808,0.1883, 01.HNZ,0.9693,1.3277,2.8476,0.6957,0.0766
NC.NHF,38.04962,-122.52331,26.42,4.5, NC, --.HNZ,0.9373,1.5731,2.5646,0.5236,0.2302, --.HNN,1.1494,2.9823,4.7788,0.7723,0.3183, --.HNE,1.8006,3.9178,6.2688,1.1403,0.3116
NC.NTO,38.14361,-122.44969,14.68,4.5, NC, --.HNZ,2.002,1.4909,2.2127,2.3188,0.6269, --.HNN,5.2145,3.8412,5.348,7.3466,2.0752, --.HNE,4.2859,3.2119,4.7592,6.8887,2.0847
NP.1691,37.92657,-122.07853,38.53,4.5, NP, --.HNZ,2.2495,2.4163,3.8297,3.0348,0.4462, --.HNN,4.9532,4.1197,8.9036,8.3829,0.9465, --.HNE,4.5371,4.0119,8.5242,7.3402,0.6984
NP.1744,38.61618,-122.87231,58.07,4.5, NP, --.HNZ,1.6949,1.128,2.5772,1.7025,0.5438, --.HNN,4.6905,3.9682,7.7369,4.3724,1.1494, --.HNE,4.7458,3.8926,6.1485,6.3681,0.941
NP.1760,38.05415,-122.15743,22.91,4.5, NP, --.HNZ,0.9311,1.6323,5.0334,2.2191,0.3142, --.HNN,1.6392,2.6327,6.0297,2.211,0.4448, --.HNE,3.5607,3.9036,9.1666,7.0957,0.4676
CE.58443,37.8518,-122.0234,48.14,4.6, CE, --.HNZ,1.61,1.2432,3.1914,2.1918,0.3744, --.HNN,3.09,4.2618,10.7188,3.9861,0.6285, --.HNE,3.951,4.3426,6.6627,5.788,0.4433
CE.68330,38.4382,-122.671,32.79,4.6, CE, --.HNZ,3.562,2.0165,4.1336,5.3932,0.8557, --.HNN,8.428,4.5574,10.8438,14.1202,2.914, --.HNE,7.925,3.723,11.0862,9.7717,3.5238
CE.68433,38.0981,-122.5593,25.48,4.6, CE, --.HNZ,0.789,1.4923,1.9468,0.79,0.2217, --.HNN,2.795,3.9396,10.9313,2.4092,0.2587, --.HNE,2.741,4.2945,7.41,1.9418,0.3686
NC.N008,38.42844,-122.68205,33.22,4.6, NC, 01.HNN,8.2244,3.22,4.6614,6.0534,3.0173, 01.HNE,10.7791,4.3084,6.5116,8.7312,5.6652, 01.HNZ,3.539,2.184,3.5328,7.7273,1.4991
NC.NBRB,38.26021,-122.55179,19.81,4.6, NC, --.HNZ,6.2643,2.9463,7.3779,5.2561,3.6734, --.HNN,10.6315,4.3833,12.4842,6.8293,7.1809, --.HNE,7.5654,3.7889,8.0815,6.7258,3.3411
NP.1790,37.59094,-122.36741,70,4.6, NP, --.HNZ,0.3266,0.8279,2.1258,0.3222,0.1678, --.HNN,2.0304,3.3331,7.5109,1.0021,0.1746, --.HNE,3.4211,4.6391,8.9542,1.442,0.2006
NP.ADS2,38.77446,-122.69974,60.68,4.6, NP, --.HNZ,1.1492,8.8408,2.3872,0.4595,0.4194, --.HNN,0.9806,11.0212,3.0654,0.6772,0.3884, --.HNE,1.4765,16.1172,2.4283,1.0221,0.3679
NP.ADSP,38.77421,-122.70561,60.93,4.6, NP, --.HNZ,1.0423,9.4223,2.0323,0.5699,0.4213, --.HNN,1.7576,17.4306,4.6645,0.7336,0.4026, --.HNE,1.8262,12.3594,4.223,1.1463,0.3958
CE.68003,38.043,-122.798,46.85,4.7, CE, --.HNZ,1.088,1.952,3.5938,2.2167, , --.HNN,3.28,4.7544,10.4464,4.426,0.5471, --.HNE,2.814,4.9325,14.1202,3.8937,0.4393
CE.68491,38.4375,-122.7089,35.77,4.7, CE, --.HNZ,8.067,3.0513,3.7362,7.7873,2.7666, --.HN2,10.812,4.3511,13.2955,8.7045,5.853, --.HN3,12.802,4.7441,12.0934,9.4668,7.7698
NC.C067,37.97609,-122.28955,27.16,4.8, NC, 01.HNN,3.3889,4.965,18.4153,3.9289,0.6179, 01.HNE,4.5276,5.7961,11.4024,4.3513,1.1637, 01.HNZ,1.8483,2.3766,5.7766,3.4566,0.5412
NC.NOLB,38.04248,-122.79684,46.78,4.8, NC, --.HNZ,1.2275,1.8095,4.447,3.1418,0.2877, --.HNN,4.0257,2.9294,8.7301,3.1141,0.6163, --.HNE,2.6271,5.5215,12.6335,3.0022,0.7904
NC.NSP,38.20025,-122.4644,13.44,4.8, NC, --.HNZ,2.3561,2.6353,4.4804,3.2453,0.8188, --.HNN,6.8858,5.4528,10.4862,7.0289,2.9889, --.HNE,7.78,4.0998,14.2403,4.9694,1.8564
NC.C040,37.98966,-122.31409,25.57,4.9, NC, 01.HNN,3.4513,6.3248,16.4051,5.9211,1.3768, 01.HNE,3.9417,4.6208,15.6836,3.4591,0.8488, 01.HNZ,2.457,3.7478,12.2609,2.3048,0.6795
NC.RWSVT,37.94523,-122.25839,30.88,4.9, NC, 03.HNN,2.4741,6.2002,17.2889,2.5567,0.5896, 03.HNE,2.2672,3.0499,7.3313,2.8431,0.4131, 03.HNZ,0.9895,2.2499,5.4972,1.956,0.2623
NC.CPI,37.9889,-122.21561,27.04,5.0, NC, --.HNZ,2.1586,3.0613,8.9568,3.7739,0.6027, --.HNN,2.9689,4.3959,11.5457,6.2406,0.7242, --.HNE,5.3949,6.4926,23.4215,8.3528,0.8049
CE.68367,38.0043,-122.262,24.36,5.1, CE, --.HNZ,1.878,3.2957,10.3715,2.804,0.2082, --.HNN,3.89,5.5911,20.7429,3.3414,0.4988, --.HNE,5.078,7.3987,23.292,5.2382,0.4081
NC.NSM,38.34878,-122.57795,21.85,5.1, NC, --.HNZ,5.8926,4.2449,11.5927,6.752,3.1896, --.HNN,8.4106,7.0832,11.1283,20.5599,2.7674, --.HNE,9.4269,7.1023,18.6525,21.4489,4.0656
CE.68327,38.4674,-122.6541,33.05,5.2, CE, --.HNZ,3.501,1.7431,3.8687,6.2354,1.0112, --.HNN,8.352,7.3598,18.9435,16.7943,1.5095, --.HNE,6.613,4.7109,13.6203,10.7063,2.2642
NP.1743,38.26666,-122.65759,28.81,5.2, NP, --.HNZ,2.5097,2.4777,6.1179,3.0063,1.7155, --.HNN,4.603,7.5222,14.9385,6.7233,1.7118, --.HNE,5.963,3.6135,8.859,5.4376,4.4556
NP.1823,37.99448,-122.11472,30.48,5.2, NP, --.HNZ,2.1907,2.9535,6.6267,2.6697,0.4612, --.HNN,5.9691,5.9401,16.5771,8.3888,0.6007, --.HNE,5.335,7.6744,14.9406,8.4457,0.4434
NC.NLH,38.12281,-122.14922,17.96,5.4, NC, --.HNZ,2.3757,3.2732,12.0029,3.538,0.8087, --.HNN,6.2485,9.1758,11.9948,9.6515,0.6873, --.HNE,6.5894,9.3897,24.0038,5.3111,0.3867
NP.1847,38.01297,-122.13417,27.83,5.6, NP, --.HNZ,2.89,2.9158,7.6961,4.0413,0.288, --.HNN,8.722,10.0495,16.7823,9.9841,0.6247, --.HNE,7.6284,9.9964,22.1361,9.1128,0.4582
NP.1813,38.03433,-122.27016,20.95,5.7, NP, --.HNZ,1.5071,3.1475,10.8744,1.1905,0.9342, --.HNN,3.9569,6.7918,21.7372,4.6075,1.3242, --.HNE,7.8365,12.2951,37.506,5.0829,0.6158
CE.68310,38.1216,-122.2751,11.42,5.8, CE, --.HNZ,4.426,7.0001,22.9422,6.5403,0.5291, --.HNN,4.229,8.0503,27.4906,5.2632,0.4766, --.HNE,10.357,10.5949,19.4933,11.9534,1.1206
NC.NGVB,38.28043,-122.21582,9.53,5.9, NC, --.HNZ,5.5451,11.3767,20.3472,6.2145,1.136, --.HNN,10.3901,8.889,26.9484,8.2875,2.977, --.HNE,11.7432,11.2093,22.6137,5.9086,2.6074
NP.1764,38.5068,-122.4712,24.96,5.9, NP, --.HNZ,6.8383,3.3167,9.9074,5.9904,2.4663, --.HNN,12.348,10.2277,24.8409,17.5004,5.2137, --.HNE,15.0885,6.2536,14.5283,17.4624,4.6499
CE.58368,37.9806,-122.271,26.83,6.2, CE, --.HNZ,2.332,3.9968,10.2965,2.7466,0.3579, --.HNN,12.112,20.2903,57.4304,5.3607,0.5293, --.HNE,6.945,11.1599,35.088,6.7702,0.4943
BK.CVS,38.34526,-122.4584,11.64,6.3, BK, 00.HNE,18.4501,10.7492,30.1,9.85,7.31, 00.HNN,8.494,12.2964,37.3,6.63,4.51, 00.HNZ,6.1321,8.1,15.1,10.1,1.94
NP.1759,38.10767,-122.25623,13.43,6.6, NP, --.HNZ,3.1588,5.6896,11.4064,3.1165,0.7306, --.HNN,8.9023,12.7528,33.8208,4.5068,0.8651, --.HNE,17.0741,34.55,69.6978,18.8005,1.6377
CE.68294,38.1246,-122.2493,11.97,6.7, CE, --.HNZ,3.944,9.2133,19.4434,3.6687,0.65, --.HNN,12.376,46.6013,64.378,5.908,0.8954, --.HNE,17.396,22.3464,51.2075,10.7163,1.0959
CE.68259,38.0548,-122.2264,19.85,6.8, CE, --.HNZ,6.333,17.2515,35.9627,4.5235,0.4361, --.HNN,19.779,42.3975,94.7926,10.214,1.1971, --.HNE,10.955,17.758,32.339,12.2458,0.7482
NC.NMI,38.07601,-122.2585,16.68,6.8, NC, --.HNZ,3.7988,7.7206,16.649,2.5915,0.4186, --.HNN,19.0246,37.743,91.0337,7.4661,1.6968, --.HNE,7.3446,18.2156,50.2087,9.6071,1.071
NP.1829,38.29027,-122.46125,11.43,6.8, NP, --.HNZ,4.8026,5.7939,14.9752,6.4473,0.9371, --.HNN,16.8924,14.2655,26.5991,23.9876,3.3265, --.HNE,24.9296,10.8189,15.7577,35.4301,5.0286
CE.68206,38.054,-122.225,19.98,7.0, CE, --.HNZ,7.419,31.5915,51.8323,2.3592,0.3446, --.HNN,22.2,97.9024,132.2048,8.2122,0.9587, --.HNE,10.434,51.7056,43.1852,11.4961,1.0274
NC.N016,38.29875,-122.28484,3.93,7.7, NC, 01.HNN,32.2888,64.6824,119.7814,29.3269,9.2508, 01.HNE,34.4163,31.5399,68.2089,41.6702,14.6728, 01.HNZ,17.0836,23.7778,56.8638,33.7754,7.0158
CE.68150,38.2704,-122.2774,4.03,8.4, CE, --.HNZ,14.709,20.9926,39.1116,20.6679,3.8987, --.HNN,54.768,33.5104,71.9754,52.5071,10.119, --.HNE,41.211,35.8005,81.6221,44.9097,9.1344
NC.NHC,38.21748,-122.35767,3.9,8.4, NC, --.HNZ,11.113,20.9452,15.234,16.6439,5.9644, --.HNN,54.4347,40.7344,107.8321,34.5918,16.0139, --.HNE,22.4067,29.1431,61.4286,21.8045,6.849
NP.1765,38.33046,-122.31845,2.6,9.1, NP, --.HNZ,45.4651,29.7889,34.2338,29.0763,19.1565, --.HNN,63.7525,38.7061,61.0534,99.478,24.0784, --.HNE,86.8661,45.0651,57.5136,102.0936,19.4389
AZ.SCI2,32.915,-118.4879,682.98, NaN, AZ, --.HNZ,0.0057,-1,0.0033,0.0025,0.0019, --.HNN,0.0048,-1,0.0034,0.0022,0.0019, --.HNE,0.0031,-1,0.0029,0.0026,0.0012
AZ.SOL,32.841,-117.248,752.84, NaN, AZ, --.HHE,0.0062,-1,0.0013,0.0031,0.0011, --.HHN,0.0146,-1,0.0015,0.0031,0.0015, --.HHZ,0.0062,-1,0.0009,0.0013,0.0007
CE.57307,37.7443,-121.9361,62.33, NaN, CE, --.HNZ,0.605,0.3942,0.9397,0.9279,0.2204,,,,,,,,,,,,
CI.ADO,34.55046,-117.43391,597.72, NaN, CI, --.HHE,0.0098,-1,0.0109,0.013,0.0055, --.HHN,0.0134,-1,0.0102,0.0111,0.0134, --.HHZ,0.0074,-1,0.0245,0.0086,0.0039
CI.BAC,33.6122,-117.0406,698.23, NaN, CI, --.HNZ,0.0021,-1,0.0012,0.0013,0.0005, --.HNN,0.0068,-1,0.0012,0.0013,0.0016, --.HNE,0.0378,-1,0.0045,0.0044,0.0048
CI.BBS,33.92139,-116.98058,676.72, NaN, CI, --.HHE,0.0055,-1,0.0039,0.0054,0.0048, --.HHN,0.0051,-1,0.0035,0.0057,0.0046, --.HHZ,0.0035,-1,0.0036,0.006,0.0018
